Date,Steps,Sleep_Hours,Heart_Rate_bpm,Calories_Burned,Active_Minutes
2025-01-01,5501.19084333931,8.424002453459556,77.07021674519966,3025.619780439215,105.14408111234428
2025-01-02,8836.9644829634,8.79345602512789,66.76775047823384,3967.474860586967,77.66370893872518
2025-01-03,11561.39744954812,4.981716922621793,54.86278063145522,3147.3281452798483,97.54693706802527
2025-01-04,7089.564815793921,7.591933913610328,74.87459868098172,3508.6942805920044,118.577594733864
2025-01-05,8036.2241898749935,6.693668357698158,52.2881438211718,3027.344306283857,131.9478850460773
2025-01-06,7717.619305503867,5.55350809942589,65.88590648910417,3193.4693458792963,111.68929610062862
2025-01-07,8752.123041719886,7.487985402713867,59.11904542342684,2817.4664401727005,51.0792431460259
2025-01-08,9742.904976271171,6.581368682241,75.35732912850291,2903.962586332272,148.4817266203805
2025-01-09,8179.060268964559,7.722159831006289,68.64545674313082,4149.707052040472,136.41167976281207
2025-01-10,8321.043420767475,4.5,73.63821995308817,3266.1481375886797,59.20659009531896
2025-01-11,7759.5615868781615,7.091621744555695,48.18953304174144,2423.259669988094,102.72752632652796
2025-01-12,10608.344013546255,6.370122436921629,63.43602166870622,2828.7820003523157,115.92812587969033
2025-01-13,10355.802948881323,6.382542485826404,53.039050784896766,2248.474075525906,98.26213138369815
2025-01-14,9062.804227089124,5.565106917524479,60.56556100618879,4037.1825726568836,57.55804460029191
2025-01-15,7679.102458194104,8.206884685047674,72.59725425539791,2492.8370068420245,105.15131583574944
2025-01-16,7014.902521897966,6.870829427480675,84.75800578203133,2377.500394408752,43.18150701026088
2025-01-17,7356.363445823376,5.447418444241803,56.50196657455746,3914.3121365715638,29.91505212321389
2025-01-18,9360.250476401177,6.1358860811208835,57.023557287559534,2428.1707896498947,57.97024960932751
2025-01-19,7611.768412060224,7.38522471543049,70.43900816820528,2244.1528431221736,82.82011555270918
2025-01-20,7116.046049406679,6.849687552449172,57.134789791020424,3358.561612050956,99.96905290070552
2025-01-21,7995.735703048124,6.833105536494649,67.48817389810023,1883.2075830219865,69.98322302009217
2025-01-22,7588.0461774513415,8.342803136758794,70.45545640404339,2536.565854997779,35.166321770315946
2025-01-23,8130.835244168991,5.442535216922453,77.61580179000002,4109.926219839513,95.25640554046481
2025-01-24,3324.4875426888384,6.751691912278074,78.993046051,2109.118349082182,111.26903561676444
2025-01-25,5658.02595333647,7.196416960487635,67.7256743467358,3408.006819073329,73.74700683080918
2025-01-26,8827.970661702064,4.826959782041742,51.13694050546559,4129.254292836148,110.26285141708391
2025-01-27,9078.15854438489,6.445761032562792,57.42735406738755,2483.9053935555,177.1484946414052
2025-01-28,7208.950961799137,7.972724685705966,95.35050682509994,2601.649913122802,157.77313422349107
2025-01-29,8812.704111327414,6.981241684899993,83.00780385519757,3080.2310513284015,36.800754034257146
2025-01-30,11314.771894466787,8.034097835487415,67.99673029425125,2709.5237478059753,154.13224231367144
2025-01-31,7091.744585543728,7.355474030468843,61.01104415925599,3279.6635126585625,61.56208357210751
,,,,,
2025-02-02,11968.789864882503,4.877642029528911,61.88711912175295,3224.4425284525732,103.05359593118658
,,,,,
2025-02-04,6801.496879777287,6.803658737202764,53.04656381496552,2777.0446720515547,102.75600563571723
2025-02-05,9583.211560877813,5.9934639407030055,65.02308136617434,2639.9362730511975,72.46298088341193
